Age,Gender,Income,VisitFrequency,AverageSpend,PreferredCuisine,TimeOfVisit,GroupSize,DiningOccasion,MealType,OnlineReservation,DeliveryOrder,LoyaltyProgramMember,WaitTime,ServiceRating,FoodRating,AmbianceRating,HighSatisfaction
37,0,23930,3,21.063003136861447,4,2,6,1,1,1,0,0,31.82099608961547,4,4,2,1
47,0,110978,0,103.23041540147388,4,1,9,1,0,0,1,1,40.22291061310467,5,5,2,0
41,0,64304,1,102.40459269444337,4,2,7,2,0,1,0,0,36.585997874836096,5,1,1,0
30,1,54812,3,79.34198651213259,2,0,9,1,0,1,1,1,29.635547308795843,5,3,1,1
62,1,115722,2,20.837861562388223,4,1,1,1,0,0,0,0,53.036909241723706,2,1,3,0
25,0,72063,0,137.89271815726852,4,0,2,2,0,0,0,1,16.353716952620417,1,1,3,0
55,0,115270,3,100.85408378218844,4,2,2,0,0,0,1,0,36.19978464010737,4,3,2,0
56,1,149720,3,51.8886090653284,1,1,9,0,1,0,1,0,1.7730400102137134,2,4,1,0
53,1,74375,0,140.30254091119323,3,2,6,0,0,0,0,1,6.274748337007323,3,3,5,1
35,1,79963,1,143.77762376310963,4,0,2,0,0,1,0,1,27.34167861893729,3,1,3,0
39,0,43817,0,189.62389280240868,4,2,2,1,0,0,1,0,38.27638787574266,2,3,1,0
32,0,28066,3,17.579144995389683,3,2,7,0,0,1,1,0,28.75139243330985,2,1,1,0
34,0,144003,3,65.16185579612737,1,1,9,0,1,1,1,0,38.48255682736879,1,4,2,0
28,0,103574,1,127.64502509776707,0,2,6,2,0,1,0,0,54.32387707284988,5,1,4,0
21,1,57727,3,184.02815592607936,0,1,6,0,1,1,0,1,16.532615617248975,1,1,5,1
62,0,142534,1,60.86597045518758,2,2,7,0,1,0,1,1,14.512495648632743,2,2,5,0
61,0,68472,3,118.4204215021766,2,1,5,2,1,0,0,0,9.9288248670215,5,3,3,0
34,1,85083,1,103.42172019434534,2,2,4,0,1,0,1,0,16.607189729104583,5,1,4,0
65,1,49626,1,168.2262955477346,4,0,2,0,0,0,1,0,56.218054253012696,3,5,4,0
60,1,51305,3,65.64814341173147,2,0,3,2,0,0,0,1,39.97128011403887,1,4,5,1
64,1,121923,3,31.52009569903845,4,1,5,1,0,1,1,0,49.36159722264002,1,4,5,0
67,1,46110,3,19.88853328904562,0,0,1,1,1,0,1,1,41.57326811956717,4,1,1,0
46,0,78259,3,86.40379933977407,1,0,4,1,0,0,1,1,27.6304887591311,5,1,3,1
33,1,45795,3,144.57860393253458,1,0,4,0,0,1,0,1,35.349421840818906,5,3,2,1
31,1,30543,2,149.25218270743568,1,2,4,2,0,0,1,0,57.4117909858019,3,5,4,0
52,0,138749,3,60.4588578361377,1,2,4,2,0,0,1,0,43.35451573768649,5,5,1,1
49,1,75161,3,98.72512019701442,2,2,8,0,0,1,1,1,12.029118622709316,4,2,5,1
49,0,42551,1,167.8143185314717,0,2,9,0,1,0,0,1,16.419927964037715,3,5,2,1
25,0,142332,3,128.62678401718696,0,1,4,0,1,1,1,1,18.134661489276755,1,1,3,1
56,0,65128,3,58.59423646841022,1,1,4,2,0,1,0,1,53.92503090500245,4,2,1,1
49,0,55787,3,35.0372637599459,2,0,5,2,1,0,1,0,36.60330406264345,5,5,2,0
66,1,125916,1,195.4952072501588,0,2,1,0,0,1,0,0,10.185275851948902,4,5,5,1
46,1,24570,1,143.43494232943772,1,2,1,2,0,0,1,1,23.25326818009944,4,3,5,1
26,0,30427,1,13.00218481296463,2,2,3,2,1,1,1,0,44.36187238948166,3,3,4,1
44,1,75499,2,83.06768849419211,3,2,2,0,0,0,0,0,59.75947711372499,2,1,5,0
67,0,87167,3,152.1367953967516,1,2,4,2,0,0,1,1,14.722728334475688,5,5,4,1
25,0,140159,2,54.43583196781962,1,1,2,2,1,1,0,0,58.38655770534727,1,2,5,0
36,1,139374,3,47.189129602666746,3,1,7,0,1,0,1,0,54.15838010267839,3,1,4,1
55,1,44155,0,89.69675886611779,3,1,4,0,0,1,1,1,18.51509266698789,3,2,5,1
33,0,22926,1,157.80792980334434,0,2,2,0,1,0,0,0,45.93084337996321,3,2,5,0
38,1,51873,0,140.16681550400773,3,2,7,0,0,1,1,0,21.71101441381181,2,2,4,0
57,0,104198,3,128.57454834490346,3,2,6,0,0,0,0,1,2.799522722376322,4,3,4,0
29,1,88484,3,161.16528071415567,3,2,3,0,1,0,1,0,26.625160048234665,1,5,5,0
35,1,136005,3,96.8546919842176,2,0,5,2,1,0,0,1,2.310168906525132,3,4,3,1
41,0,132528,3,164.85225727922943,1,1,2,2,0,0,1,0,20.48668881215928,2,2,5,1
22,0,45774,1,132.5577278562181,2,1,2,2,0,1,0,0,1.7376453136915715,1,1,5,0
65,0,54196,1,188.8233927541393,3,0,4,2,0,0,0,0,52.94917079053159,5,4,5,0
38,1,108110,0,148.6314371711035,4,2,4,0,0,1,0,1,17.34865618342172,2,5,3,1
57,1,149142,1,105.27480607092583,4,0,5,0,1,0,1,1,35.21888417521433,5,1,4,0
22,0,46884,3,87.11345421761146,0,1,8,2,0,1,1,1,4.391507835932642,5,5,3,1
22,1,73912,2,198.4449157190955,2,2,3,2,0,0,0,1,3.233575570667917,1,5,4,1
57,0,107329,3,80.95954533132698,2,0,9,2,1,1,0,1,0.690769309669319,2,3,1,1
37,0,142450,2,40.40292518920904,4,1,7,1,0,0,0,0,27.72980324065683,2,5,5,0
67,1,47731,2,58.0696988835766,0,1,2,2,0,1,1,1,6.428324721310165,4,4,1,1
65,0,110089,3,191.3211674565433,3,1,2,2,0,0,0,0,38.37083219224377,3,3,3,0
25,0,115020,3,122.79930687648312,2,1,3,2,0,0,1,1,47.21775983302744,5,4,5,1
51,0,103678,0,111.30103932810398,1,2,8,2,0,0,1,0,13.028538970949516,4,1,4,1
24,0,79625,3,69.47969953637747,1,1,5,2,0,1,1,1,6.552976478057437,1,2,1,1
40,0,110298,1,110.14738808998628,2,0,9,1,0,0,1,1,23.051373964925585,4,3,2,0
50,0,98241,3,109.80997679318747,0,2,7,2,0,0,1,1,46.91778463630005,2,4,4,1
37,0,128045,3,148.06410825753284,2,1,3,0,0,0,1,0,19.77570596767468,5,2,5,1
46,0,73317,3,63.30480129880968,4,2,8,0,0,0,0,1,11.2504753964823,2,2,2,0
50,0,62418,2,191.7069482803628,1,0,7,0,1,0,1,0,35.414863500313096,5,2,2,0
27,1,89716,2,68.14488394108396,0,1,7,2,1,0,0,1,14.711646700285002,2,5,4,1
24,0,113426,3,130.45904008490663,1,1,6,0,1,0,0,1,1.945448695746164,4,2,1,0
59,0,36190,3,182.91249695992715,1,2,7,0,0,0,1,0,42.53974048856039,3,5,1,0
44,1,138993,0,82.56382265308878,2,2,6,0,0,0,1,0,8.534198911256272,1,5,5,0
51,1,98793,3,102.84897436751812,4,2,8,0,0,0,0,0,49.34054766558948,4,4,4,0
40,0,75646,1,40.48937734447074,1,0,7,0,1,1,0,1,38.7484262913269,5,1,5,1
67,0,94300,3,76.16677965137659,4,2,8,2,1,1,1,0,15.781573157463413,5,5,4,1
44,0,129502,2,160.3178974147708,2,0,9,2,1,1,0,0,26.336665845080343,4,2,2,0
38,0,83286,1,79.24104572455101,3,0,3,0,1,0,0,0,23.092681786263668,1,4,2,0
18,0,88711,3,168.29056314968932,3,1,9,2,1,1,0,1,12.75702476072659,1,5,5,1
47,0,50567,0,81.31953942329845,2,2,1,0,0,0,1,1,10.822846793708674,4,1,4,1
47,0,51250,3,199.79665018579988,1,1,6,0,1,0,0,1,58.680533205399655,3,3,2,0
35,0,134171,1,35.00289610269914,1,1,5,1,0,0,1,1,5.441516163526341,2,1,3,0
46,0,144655,2,136.8787532095253,1,0,2,1,0,1,1,1,35.89832121764842,5,5,1,1
38,1,98194,3,60.08616117653544,4,0,4,1,0,0,1,1,11.732632719072182,1,4,3,1
69,0,49875,0,148.0961552646249,4,2,9,2,0,1,1,1,44.35447262722069,3,3,2,0
21,0,85528,3,28.68067671942321,4,1,7,1,0,0,0,0,9.68600855105864,2,1,1,0
28,0,63728,3,59.695380542217386,3,2,5,0,0,0,0,0,25.42107384359913,1,2,3,1
49,1,75161,3,98.72512019701442,2,2,8,0,0,1,1,1,12.029118622709316,4,2,5,1
33,0,119581,1,121.73341050634112,2,1,3,1,0,1,1,1,15.011897579806703,1,4,1,1
60,1,148431,3,134.20424150002853,1,1,9,0,1,0,0,0,33.14442549889363,3,4,3,0
37,0,134284,2,61.05553544335234,0,0,5,1,0,0,0,1,10.885754686122148,1,4,2,1
47,1,98691,3,84.26181628530043,0,0,7,1,0,1,0,0,26.210100654801025,4,5,3,0
42,0,41414,1,189.3373793692428,2,1,4,2,1,0,0,0,50.07847330716494,5,2,4,0
59,0,95332,1,150.1839663227358,0,1,9,2,0,1,1,0,15.22211186381494,5,4,3,1
47,1,134821,3,93.91517770749668,3,2,1,0,1,1,0,0,54.39146588408843,4,5,4,1
41,0,98714,1,154.49979122887007,2,0,1,0,0,1,1,1,43.328558132386746,4,1,4,1
64,1,68238,3,77.13059392465505,2,0,1,0,1,1,0,1,23.252417686959504,2,4,4,1
64,1,54825,3,35.453981513609406,0,1,7,0,1,0,0,1,38.02611371131613,5,3,1,0
33,0,119581,1,121.73341050634112,2,1,3,1,0,1,1,1,15.011897579806703,1,4,1,1
43,1,139813,3,132.17602953048572,3,1,3,2,0,1,1,0,3.690073451489717,2,2,2,1
65,1,105938,3,122.98955267810727,4,0,9,1,1,0,0,0,4.453891760714228,3,5,1,1
51,1,105609,2,12.690320879002233,1,1,6,0,1,1,0,0,24.074857619530405,5,1,5,0
18,0,103045,2,103.19327152292362,4,1,1,2,0,0,0,0,58.979737540222914,3,1,1,0
63,1,114530,3,29.11009392945511,2,0,5,2,1,0,1,1,29.851526422155345,5,4,4,1
45,1,35395,2,190.88442218410168,1,1,4,1,0,0,0,0,46.52570530486041,1,1,4,0
52,1,132576,3,26.497139671246504,3,0,8,0,0,0,1,1,12.786914201930754,4,4,2,0
63,1,114530,3,29.11009392945511,2,0,5,2,1,0,1,1,29.851526422155345,5,4,4,1
43,1,68283,1,65.77120683160213,2,2,6,2,0,0,0,1,10.567379937320666,2,4,5,0
41,0,50695,1,155.10862414970754,0,2,5,0,0,0,0,1,1.7871813416047888,2,3,2,0
39,0,105672,3,107.99912356636948,0,0,9,1,0,0,0,1,28.04575955086089,5,5,4,1
58,0,142324,1,125.21909100347288,2,1,7,2,0,0,1,0,57.12072078502787,3,5,2,0
31,1,103434,0,20.857983849567155,0,1,6,1,0,1,1,1,23.12182713459944,1,1,5,0
21,0,68501,3,46.85649538841608,4,0,3,2,0,1,0,0,27.606053811875192,4,5,1,1
59,0,66969,3,104.79813645627075,4,2,3,1,0,0,0,1,46.85168323676472,5,5,5,1
49,0,42551,1,167.8143185314717,0,2,9,0,1,0,0,1,16.419927964037715,3,5,2,1
45,0,58964,3,69.42834814979567,3,1,6,1,0,0,0,0,1.5646495960397666,4,2,4,0
37,1,71616,0,184.375578941634,3,2,2,2,1,1,0,1,36.78206426299735,4,4,4,1
69,0,71808,3,140.8388472280615,0,0,3,0,1,0,0,1,10.129259207354144,5,5,4,1
47,1,81504,3,199.9735265228343,4,2,3,2,0,0,0,1,6.168722560922801,5,2,2,1
53,1,139385,3,66.52543607792724,4,2,8,2,1,0,0,1,22.805159661906096,2,4,3,0
49,0,58909,3,148.05138359296944,1,0,7,1,1,0,0,1,6.76253821687501,2,2,5,0
56,1,134286,3,89.07257720783619,1,1,3,1,1,1,1,1,49.75238350759482,5,5,5,1
58,1,56610,3,182.1588160665596,3,2,8,1,0,0,0,1,15.319547781406271,4,1,4,0
35,0,29465,3,119.54596017100523,2,1,5,2,0,0,0,0,34.66925592957367,2,4,1,0
68,1,82470,3,146.45272938499028,0,0,1,2,0,1,0,1,5.359746295306276,2,4,1,1
37,0,68262,1,46.33339149465301,3,0,8,1,1,0,0,1,31.1108427372617,1,3,2,0
22,1,93822,1,164.5893049651675,1,2,1,2,1,0,1,1,34.187214643405106,3,5,2,0
19,0,58718,3,134.93915059254493,2,2,9,2,1,1,0,0,1.981344350030925,5,4,1,0
39,0,73692,3,32.15196472042223,2,0,8,0,1,0,0,0,30.9460937930451,2,2,2,0
46,0,144655,2,136.8787532095253,1,0,2,1,0,1,1,1,35.89832121764842,5,5,1,1
35,0,45915,2,101.0633329895042,3,0,1,2,0,0,0,0,15.80819149516407,5,2,2,0
35,0,105274,2,191.3734695333004,3,0,1,0,1,0,1,1,38.4871092865124,2,2,4,0
57,0,99346,3,70.34829667200688,0,0,3,1,0,0,1,1,14.211074158338684,4,2,2,1
42,0,121317,2,133.35814531316947,0,0,7,2,0,0,1,0,28.393705729170293,5,4,5,1
46,0,78761,3,121.644763775759,4,2,6,2,0,0,0,0,13.289351557213948,1,5,5,0
42,0,141000,1,76.88145668776723,0,1,2,2,1,1,1,1,11.485681318199838,5,2,2,1
25,0,115020,3,122.79930687648312,2,1,3,2,0,0,1,1,47.21775983302744,5,4,5,1
50,0,114661,2,135.0928453927554,0,2,5,2,1,0,1,1,58.75510618949439,2,2,1,0
33,1,45795,3,144.57860393253458,1,0,4,0,0,1,0,1,35.349421840818906,5,3,2,1
55,1,44155,0,89.69675886611779,3,1,4,0,0,1,1,1,18.51509266698789,3,2,5,1
66,1,125916,1,195.4952072501588,0,2,1,0,0,1,0,0,10.185275851948902,4,5,5,1
67,0,87167,3,152.1367953967516,1,2,4,2,0,0,1,1,14.722728334475688,5,5,4,1
26,1,87899,1,186.5307843341976,0,2,4,1,0,0,1,0,20.21265209763888,4,4,5,0
59,1,43697,1,50.57543420593007,3,0,6,2,0,0,0,1,5.6157617811236165,1,3,4,0
62,0,131995,2,140.13573003848268,3,1,8,2,1,0,0,0,55.9270550297639,2,4,2,0
46,0,84003,1,77.79903126553116,3,1,8,2,1,0,0,0,34.54095113920492,4,5,1,0
47,0,50567,0,81.31953942329845,2,2,1,0,0,0,1,1,10.822846793708674,4,1,4,1
26,1,141009,3,159.33144494300697,1,2,8,2,0,1,1,1,28.169930440268672,4,1,2,1
28,1,109177,2,134.78019026020772,4,1,2,1,0,0,1,0,8.110755010779936,4,3,1,0
60,1,43334,1,79.90099557776625,0,1,4,0,1,0,1,1,55.98190250047499,1,3,3,1
65,0,72466,3,61.326759998326295,2,1,6,0,1,1,0,0,4.104431457778972,2,4,4,0
45,0,75974,0,160.89561479129142,3,1,2,2,0,0,1,1,47.94503979147573,5,1,5,1
22,1,123970,1,119.97633956856282,4,2,3,2,1,1,0,0,8.040690053338936,3,1,3,1
45,0,96495,2,29.20643396757897,1,2,5,0,0,1,0,0,10.203074458687276,5,5,3,0
47,0,50567,0,81.31953942329845,2,2,1,0,0,0,1,1,10.822846793708674,4,1,4,1
25,1,81110,1,26.2349112939058,4,0,3,1,1,0,0,0,12.72921979589283,2,1,3,0
69,0,136645,1,106.80482407459486,1,1,8,2,0,0,1,0,46.68516143138832,1,3,2,1
37,0,134284,2,61.05553544335234,0,0,5,1,0,0,0,1,10.885754686122148,1,4,2,1
55,0,21676,3,96.74964613308248,0,1,7,2,1,0,0,1,45.734123724650274,4,1,1,0
34,1,64756,3,115.34299221949531,4,0,4,1,1,0,1,1,50.842745265818245,2,4,1,0
37,0,128045,3,148.06410825753284,2,1,3,0,0,0,1,0,19.77570596767468,5,2,5,1
69,0,33613,3,37.29416539139048,0,2,3,1,1,0,0,0,4.40879078042816,4,1,5,0
44,0,74120,1,108.52754527411372,3,0,4,0,1,0,1,1,6.811708129514522,3,1,4,0
62,1,137593,3,89.73642149189229,3,2,9,1,0,0,0,0,27.92124342596432,3,3,4,0
26,1,30983,2,177.8478650682053,2,0,8,1,0,1,0,0,17.397187511155526,1,1,3,0
21,1,42065,2,95.18573821315036,0,0,2,2,0,1,1,1,15.318195445575762,4,2,1,1
56,1,134286,3,89.07257720783619,1,1,3,1,1,1,1,1,49.75238350759482,5,5,5,1
35,0,111925,3,101.10929866972629,3,0,3,0,1,1,1,0,55.48481861718998,5,3,1,0
46,1,98910,1,168.7289377421239,0,0,7,1,0,1,1,0,4.284510288500556,4,1,1,1
25,0,77102,0,32.28842625107919,2,1,9,1,1,1,0,0,48.18082183384461,5,1,2,0
22,0,145965,1,51.47988262194291,0,0,5,0,0,0,0,0,28.73059969632672,3,4,3,0
38,0,103102,3,121.36654042836255,1,2,6,2,0,0,0,1,10.95986923034247,2,4,1,1
45,0,21712,1,116.7042536366184,1,0,4,2,1,1,1,1,57.9696684431381,2,3,4,0
20,0,137082,3,113.72728577465811,1,2,7,2,0,0,1,0,56.05495586248568,3,3,4,0
33,0,89413,3,120.15876139173004,1,2,8,2,1,1,0,1,20.004069941446744,5,5,1,1
31,1,130898,3,81.66503074104037,2,0,5,0,0,0,1,0,50.94914631315407,2,3,5,1
51,1,40666,3,54.66875506129602,4,2,6,1,1,0,1,1,24.855225106192208,2,2,3,0
56,0,65128,3,58.59423646841022,1,1,4,2,0,1,0,1,53.92503090500245,4,2,1,1
58,0,143279,3,166.9688745964335,3,1,8,2,1,0,1,1,3.956950223363871,4,5,2,1
28,1,111852,0,28.637753830071446,4,0,3,2,1,0,0,1,50.34847560430609,5,3,5,0
38,0,24547,0,34.27721431221249,0,1,1,1,0,0,1,1,51.09969008813642,2,4,4,0
28,1,69615,3,50.12980680270481,2,0,8,1,0,0,1,1,0.7088356291871944,5,5,5,1
67,1,117452,0,175.31373927611426,2,2,4,0,1,1,1,1,44.62754248091085,1,5,5,1
22,0,46093,3,71.62880175947997,4,1,4,1,0,1,0,1,17.63863694668967,1,2,2,0
35,1,70018,2,54.41559399538539,1,2,9,0,1,1,0,1,55.551874452497565,5,5,2,0
23,0,50792,3,191.48879894980664,3,2,4,1,0,1,0,0,18.201694175837183,2,3,5,1
25,1,45567,0,67.68837957765587,0,0,3,1,1,0,1,1,26.30350713354973,1,2,1,0
46,0,144655,2,136.8787532095253,1,0,2,1,0,1,1,1,35.89832121764842,5,5,1,1
57,0,139738,2,137.83290706269133,2,2,5,2,1,0,0,1,22.121710033699053,3,3,2,0
30,0,25592,3,13.012430375221385,3,0,9,0,1,0,1,1,6.510665696839948,5,1,2,0
67,0,94300,3,76.16677965137659,4,2,8,2,1,1,1,0,15.781573157463413,5,5,4,1
62,1,135684,3,128.94310105875724,3,2,6,0,1,1,1,1,24.09705188821825,3,1,5,1
47,1,95530,2,68.10956434954365,4,0,4,2,0,0,0,0,38.35548852288687,4,2,4,0
57,0,107329,3,80.95954533132698,2,0,9,2,1,1,0,1,0.690769309669319,2,3,1,1
21,1,42065,2,95.18573821315036,0,0,2,2,0,1,1,1,15.318195445575762,4,2,1,1
39,0,138735,3,149.77980520014407,0,2,5,0,1,1,1,0,56.01931507814416,3,4,1,0
51,1,42975,0,168.76792613447665,4,1,6,0,0,1,0,1,13.869249608264116,5,4,3,0
36,1,53518,3,94.40713162744215,1,1,2,1,1,0,0,1,50.88045048774508,3,5,1,0
63,0,45027,1,130.03434628004422,3,1,9,2,1,0,1,0,44.6527849107915,4,3,3,0
47,1,134821,3,93.91517770749668,3,2,1,0,1,1,0,0,54.39146588408843,4,5,4,1
60,1,106565,3,197.57813740950488,4,1,3,1,0,0,0,1,30.62340741217388,5,5,4,1
30,1,135575,3,136.3716092239128,3,0,3,1,1,0,0,1,13.641005727590818,4,4,4,1
37,0,134284,2,61.05553544335234,0,0,5,1,0,0,0,1,10.885754686122148,1,4,2,1
36,1,138770,1,144.64830870670096,4,0,5,2,0,1,1,1,52.444341630995226,4,1,4,1
24,1,50879,3,19.172642445384103,4,0,7,1,0,0,1,0,23.67784498004028,1,3,5,0
61,1,53243,2,45.62339709234186,0,0,1,1,0,0,0,1,57.04250765329644,3,4,4,0
54,0,134259,0,121.97615817516036,4,0,8,2,1,1,1,1,9.568050122638038,5,3,3,1
47,1,103678,2,92.090775226451,3,0,6,2,0,1,0,0,20.13890505167676,3,1,4,1
47,1,134821,3,93.91517770749668,3,2,1,0,1,1,0,0,54.39146588408843,4,5,4,1
24,1,127635,3,107.4876945452272,3,0,5,0,0,0,0,0,56.33307207863437,4,3,5,0
36,1,84825,3,161.14438446229394,3,2,5,0,0,1,0,0,13.911533282471042,5,1,2,0
24,0,109032,1,15.99256701210104,2,2,6,0,1,0,1,1,47.8897555946486,1,4,1,0
46,1,127276,3,164.38234696198506,0,0,3,2,0,0,0,1,33.41491345361922,4,5,1,1
19,0,130704,2,58.02165312180848,2,0,9,2,0,0,0,0,18.53291879807179,4,1,1,1
54,0,135616,2,112.00754119239576,0,2,2,0,1,1,0,0,2.328375335155366,4,4,3,0
44,0,143378,3,128.02954548748906,3,0,1,0,0,0,0,1,30.9671512385177,5,4,2,0
61,0,63115,1,81.98335000784625,0,0,4,0,1,1,0,1,12.830513160036856,3,1,4,0
52,0,136450,3,198.28125553097908,3,0,1,2,1,0,1,1,33.24380897224186,2,4,3,0
59,1,26530,0,155.15494658675834,0,2,6,1,1,0,0,1,24.605249021254856,5,4,1,0
55,1,122223,3,134.35953259895211,1,1,3,1,0,0,0,1,44.534005282649616,2,5,3,0
61,0,65860,3,30.51099754154839,0,0,1,0,0,0,1,1,48.41987348775104,3,1,3,0
26,0,21350,1,81.72279174311771,0,0,6,2,1,1,1,1,50.61513285672215,1,3,4,0
60,0,60737,3,66.04577457836871,3,0,6,0,0,0,0,0,55.75293602777088,4,5,2,0
65,1,35520,1,81.4998133360547,2,2,7,1,1,0,1,1,14.14031475677907,1,1,2,1
61,0,82695,2,197.77694943493435,2,0,6,2,1,1,1,1,17.035477208686682,3,2,4,0
59,1,120681,1,182.4289298714216,1,2,1,2,1,0,1,1,14.469958961030317,3,2,5,1
22,1,123970,1,119.97633956856282,4,2,3,2,1,1,0,0,8.040690053338936,3,1,3,1
47,0,50567,0,81.31953942329845,2,2,1,0,0,0,1,1,10.822846793708674,4,1,4,1
66,1,112736,1,171.29351836014737,4,1,4,2,1,1,0,0,49.16746301797055,4,3,4,0
62,0,109896,1,198.88872483744456,0,2,7,2,1,1,0,1,40.3957831661206,3,4,1,0
65,0,34010,3,164.09565425797908,2,2,4,2,0,0,0,1,8.492395624132671,4,4,5,1
59,0,117887,3,190.6646284779587,0,1,4,1,1,1,0,0,55.46210638904709,3,1,1,1
41,1,100703,3,118.25290240928152,0,0,1,0,1,0,0,1,22.744273236257293,1,1,2,0
65,1,83795,3,108.71032736237072,1,2,6,2,0,1,0,0,12.444720719025636,2,3,1,0
56,0,138573,3,180.16039006571933,0,2,8,2,1,0,0,0,9.303960506044922,4,5,2,0
37,0,133506,3,190.99191078029605,3,2,4,1,1,0,0,0,37.86395214445989,5,2,2,0
50,0,64939,1,113.3417551234619,1,2,4,1,0,0,1,0,46.49268651138413,3,4,2,0
27,0,94031,3,137.91738737365029,0,2,2,0,0,0,1,1,1.904982771435535,3,4,1,1
20,0,112421,3,94.60947943642776,4,1,1,2,1,0,0,1,12.8756513143996,3,5,4,1
22,0,130829,2,157.35696299965974,4,0,5,2,1,0,1,0,25.854135222021355,2,3,4,0
60,1,106565,3,197.57813740950488,4,1,3,1,0,0,0,1,30.62340741217388,5,5,4,1
69,1,124582,3,35.922393627859904,0,0,8,0,1,0,0,0,27.36207071420367,1,5,3,0
46,1,112626,3,163.887318992035,4,0,2,2,1,0,1,1,9.412060949855972,3,2,5,1
67,1,47731,2,58.0696988835766,0,1,2,2,0,1,1,1,6.428324721310165,4,4,1,1
52,0,36483,0,59.45131945944581,1,2,8,1,0,0,0,1,19.62891150439292,2,5,1,0
59,1,31919,1,16.476402244841317,0,0,6,1,0,1,0,0,54.58245060696932,4,4,5,0
55,1,125245,2,115.46159739079496,1,1,5,1,1,1,1,0,51.12780829941109,5,5,4,0
49,1,147234,3,73.62773124406047,1,0,7,0,0,1,1,0,13.272913213330552,1,2,4,0
23,1,39932,3,197.1790461534644,4,0,5,0,0,0,1,1,25.10452466109743,4,3,5,0
59,0,95332,1,150.1839663227358,0,1,9,2,0,1,1,0,15.22211186381494,5,4,3,1
26,1,141009,3,159.33144494300697,1,2,8,2,0,1,1,1,28.169930440268672,4,1,2,1
32,0,135133,1,43.02728633144191,1,0,2,1,0,1,1,0,38.86856151569877,5,2,5,0
53,0,106476,3,189.7619745829672,2,2,3,2,0,0,1,0,8.397030570724553,5,3,1,1
43,0,133014,3,103.53580719837778,1,1,9,2,1,1,1,0,49.83720854783572,4,4,2,0
42,1,124552,3,131.66967024590775,1,1,9,2,1,0,1,1,4.83792398174387,1,2,2,0
65,0,34010,3,164.09565425797908,2,2,4,2,0,0,0,1,8.492395624132671,4,4,5,1
25,0,115020,3,122.79930687648312,2,1,3,2,0,0,1,1,47.21775983302744,5,4,5,1
35,0,78909,2,31.84435109354058,0,1,6,1,0,1,0,1,30.167191384080883,3,2,4,0
38,1,108110,0,148.6314371711035,4,2,4,0,0,1,0,1,17.34865618342172,2,5,3,1
40,1,58731,0,33.60653972688104,0,1,7,1,0,0,0,0,8.244006741784489,2,4,5,0
58,0,97030,3,158.0323675513539,0,1,3,1,1,0,0,1,27.85747132410039,2,5,2,0
48,1,61192,3,90.38420386243762,4,1,2,1,0,0,0,1,45.20630914994164,3,5,1,1
64,1,68238,3,77.13059392465505,2,0,1,0,1,1,0,1,23.252417686959504,2,4,4,1
44,1,78605,2,154.93974170365198,4,1,3,2,1,0,1,0,0.001380296669815,2,3,5,0
69,0,71808,3,140.8388472280615,0,0,3,0,1,0,0,1,10.129259207354144,5,5,4,1
63,0,142579,2,86.87444634249637,0,2,5,2,0,1,1,1,49.46384216132952,2,3,3,1
22,1,123970,1,119.97633956856282,4,2,3,2,1,1,0,0,8.040690053338936,3,1,3,1
34,1,119511,3,143.38489193133017,0,2,4,1,1,1,0,0,17.14636154789338,1,3,2,0
42,1,107593,3,60.44443664401869,4,2,7,0,0,1,1,1,35.86462816639466,2,4,2,0
52,0,27239,2,111.55427103005158,0,0,6,0,1,0,1,1,36.273536430878885,1,5,4,0
69,0,59848,1,35.33523109998468,1,2,1,0,1,1,0,1,27.19882809392179,3,5,5,0
57,0,35217,3,109.35700929919888,0,0,6,2,0,1,0,0,38.17701864704944,1,5,4,0
63,0,142579,2,86.87444634249637,0,2,5,2,0,1,1,1,49.46384216132952,2,3,3,1
37,0,54251,3,143.68316219333403,1,0,7,1,0,0,0,0,33.967476988171,1,5,5,0
58,0,143279,3,166.9688745964335,3,1,8,2,1,0,1,1,3.956950223363871,4,5,2,1
66,1,125916,1,195.4952072501588,0,2,1,0,0,1,0,0,10.185275851948902,4,5,5,1
59,1,94208,3,132.99491822652053,3,1,8,1,0,0,0,1,55.04547514948159,3,3,3,0
23,0,113128,1,109.40101691727143,0,0,6,0,0,0,0,0,4.66146300495746,2,1,3,0
54,1,65705,3,160.0793395639832,1,1,8,0,1,0,0,1,0.4268353913937273,5,1,5,0
31,1,130898,3,81.66503074104037,2,0,5,0,0,0,1,0,50.94914631315407,2,3,5,1
52,0,138749,3,60.4588578361377,1,2,4,2,0,0,1,0,43.35451573768649,5,5,1,1
56,0,115592,2,44.938359866126845,0,2,1,2,0,0,1,0,20.945600962373376,5,1,4,0
30,1,46377,0,19.81615312642437,3,2,6,0,0,0,1,0,27.8272868886441,1,3,2,0
57,0,99346,3,70.34829667200688,0,0,3,1,0,0,1,1,14.211074158338684,4,2,2,1
23,0,116387,3,102.79698832119564,2,1,6,0,0,0,0,0,59.19240224689106,3,4,3,0
64,1,39097,2,97.29090533691924,0,1,1,2,1,0,1,0,28.226622754531952,4,5,2,1
32,0,102527,3,119.00654840268868,4,2,3,2,1,0,0,0,46.83278358034489,3,3,5,0
29,1,115079,3,148.63018818327575,0,0,8,1,1,1,0,0,44.38504172359715,4,4,2,1
47,0,50567,0,81.31953942329845,2,2,1,0,0,0,1,1,10.822846793708674,4,1,4,1
